activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,18850048,[],CHEMBL4305658,Inhibition of alpha-glucosidase (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,O=C(C[C@@H](c1cccc([N+](=O)[O-])c1)c1c[nH]c2ccccc12)c1ccccc1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '14.49', 'le': '0.26', 'lle': '-0.11', 'sei': '7.06'}",CHEMBL4520965,,CHEMBL4520965,5.37,False,http://www.openphacts.org/units/Nanomolar,3146171,=,1,True,=,,IC50,nM,,4300.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,43.0,4.3
,18850049,[],CHEMBL4305658,Inhibition of alpha-glucosidase (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,O=C(C[C@@H](c1ccc(Br)cc1)c1c[nH]c2ccccc12)c1ccccc1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '13.27', 'le': '0.28', 'lle': '-0.97', 'sei': '16.33'}",CHEMBL4557896,,CHEMBL4557896,5.37,False,http://www.openphacts.org/units/Nanomolar,3146172,=,1,True,=,,IC50,nM,,4300.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,43.0,4.3
,18850050,[],CHEMBL4305658,Inhibition of alpha-glucosidase (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,O=C(C[C@@H](c1cccc(Br)c1)c1c[nH]c2ccccc12)c1ccccc1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '13.27', 'le': '0.28', 'lle': '-0.97', 'sei': '16.33'}",CHEMBL4472506,,CHEMBL4472506,5.37,False,http://www.openphacts.org/units/Nanomolar,3146173,=,1,True,=,,IC50,nM,,4300.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,43.0,4.3
,18850051,[],CHEMBL4305658,Inhibition of alpha-glucosidase (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,O=C(C[C@@H](c1ccc(Cl)cc1)c1c[nH]c2ccccc12)c1ccc2ccccc2c1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '13.09', 'le': '0.24', 'lle': '-2.01', 'sei': '16.33'}",CHEMBL4473090,,CHEMBL4473090,5.37,False,http://www.openphacts.org/units/Nanomolar,3146160,=,1,True,=,,IC50,nM,,4300.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,43.0,4.3
,18850052,[],CHEMBL4305658,Inhibition of alpha-glucosidase (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc([C@H](CC(=O)c2ccccc2)c2c[nH]c3ccccc23)cc1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '15.81', 'le': '0.28', 'lle': '-0.51', 'sei': '16.33'}",CHEMBL4590962,,CHEMBL4590962,5.37,False,http://www.openphacts.org/units/Nanomolar,3146161,=,1,True,=,,IC50,nM,,4300.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,43.0,4.3
,18850053,[],CHEMBL4305658,Inhibition of alpha-glucosidase (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,COc1ccc([C@H](CC(=O)c2ccccc2)c2c[nH]c3ccccc23)cc1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '15.10', 'le': '0.27', 'lle': '-0.21', 'sei': '12.75'}",CHEMBL4525900,,CHEMBL4525900,5.37,False,http://www.openphacts.org/units/Nanomolar,3146162,=,1,True,=,,IC50,nM,,4300.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,43.0,4.3
,18850054,[],CHEMBL4305658,Inhibition of alpha-glucosidase (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,COc1ccc([C@H](CC(=O)c2ccc3ccccc3c2)c2c[nH]c3ccccc23)cc1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '13.23', 'le': '0.24', 'lle': '-1.36', 'sei': '12.75'}",CHEMBL4441979,,CHEMBL4441979,5.37,False,http://www.openphacts.org/units/Nanomolar,3146163,=,1,True,=,,IC50,nM,,4300.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,43.0,4.3
,18850055,[],CHEMBL4305658,Inhibition of alpha-glucosidase (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,O=C(C[C@@H](c1ccccc1)c1c[nH]c2ccccc12)c1ccc2ccccc2c1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '14.29', 'le': '0.25', 'lle': '-1.36', 'sei': '16.33'}",CHEMBL4439503,,CHEMBL4439503,5.37,False,http://www.openphacts.org/units/Nanomolar,3146164,=,1,True,=,,IC50,nM,,4300.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,43.0,4.3
,18850056,[],CHEMBL4305658,Inhibition of alpha-glucosidase (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,O=C(C[C@@H](c1ccc(Cl)cc1)c1c[nH]c2ccccc12)c1ccccc1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '14.91', 'le': '0.28', 'lle': '-0.86', 'sei': '16.33'}",CHEMBL4513806,,CHEMBL4513806,5.37,False,http://www.openphacts.org/units/Nanomolar,3146165,=,1,True,=,,IC50,nM,,4300.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,43.0,4.3
,18850057,[],CHEMBL4305658,Inhibition of alpha-glucosidase (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc([C@H](CC(=O)c2ccc3ccccc3c2)c2c[nH]c3ccccc23)cc1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '13.78', 'le': '0.24', 'lle': '-1.66', 'sei': '16.33'}",CHEMBL4440152,,CHEMBL4440152,5.37,False,http://www.openphacts.org/units/Nanomolar,3146166,=,1,True,=,,IC50,nM,,4300.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,43.0,4.3
,18850058,[],CHEMBL4305658,Inhibition of alpha-glucosidase (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,O=C(C[C@@H](c1cccs1)c1c[nH]c2ccccc12)c1ccccc1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '16.19', 'le': '0.31', 'lle': '-0.26', 'sei': '16.33'}",CHEMBL4456998,,CHEMBL4456998,5.37,False,http://www.openphacts.org/units/Nanomolar,3146167,=,1,True,=,,IC50,nM,,4300.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,43.0,4.3
,18850059,[],CHEMBL4305658,Inhibition of alpha-glucosidase (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,O=C(C[C@@H](c1c(Cl)cccc1Cl)c1c[nH]c2ccccc12)c1ccccc1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '13.61', 'le': '0.27', 'lle': '-1.51', 'sei': '16.33'}",CHEMBL4526585,,CHEMBL4526585,5.37,False,http://www.openphacts.org/units/Nanomolar,3146158,=,1,True,=,,IC50,nM,,4300.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,,4.3
,18850060,[],CHEMBL4305655,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-d-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,O=C1Nc2ccccc2C1(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '14.39', 'le': '0.26', 'lle': '0.29', 'sei': '8.62'}",CHEMBL557057,,CHEMBL557057,5.23,False,http://www.openphacts.org/units/Nanomolar,3146175,=,1,True,=,,IC50,nM,,5900.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,145.0,5.9
,18850061,[],CHEMBL4305655,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-d-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,CCCn1cc(C2(c3cn(CCC)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '11.68', 'le': '0.21', 'lle': '-1.47', 'sei': '13.42'}",CHEMBL4443865,,CHEMBL4443865,5.23,False,http://www.openphacts.org/units/Nanomolar,3146184,=,1,True,=,,IC50,nM,,5900.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,145.0,5.9
,18850062,[],CHEMBL4305655,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-d-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)n1cc(C2(c3cn(C(C)C)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '11.68', 'le': '0.21', 'lle': '-1.81', 'sei': '13.42'}",CHEMBL4435550,,CHEMBL4435550,5.23,False,http://www.openphacts.org/units/Nanomolar,3146185,=,1,True,=,,IC50,nM,,5900.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,145.0,5.9
,18850063,[],CHEMBL4305655,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-d-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,CCCCn1cc(C2(c3cn(CCCC)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '10.99', 'le': '0.20', 'lle': '-2.25', 'sei': '13.42'}",CHEMBL4550304,,CHEMBL4550304,5.23,False,http://www.openphacts.org/units/Nanomolar,3146186,=,1,True,=,,IC50,nM,,5900.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,145.0,5.9
,18850064,[],CHEMBL4305655,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-d-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,CC(C)Cn1cc(C2(c3cn(CC(C)C)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '10.99', 'le': '0.20', 'lle': '-1.96', 'sei': '13.42'}",CHEMBL4436361,,CHEMBL4436361,5.23,False,http://www.openphacts.org/units/Nanomolar,3146187,=,1,True,=,,IC50,nM,,5900.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,145.0,5.9
,18850065,[],CHEMBL4305655,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-d-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,O=C1Nc2ccc(Br)cc2C1(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '11.82', 'le': '0.25', 'lle': '-0.47', 'sei': '8.62'}",CHEMBL4590423,,CHEMBL4590423,5.23,False,http://www.openphacts.org/units/Nanomolar,3146176,=,1,True,=,,IC50,nM,,5900.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,145.0,5.9
,18850066,[],CHEMBL4305655,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-d-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,O=C1Nc2ccc(Cl)cc2C1(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '13.14', 'le': '0.25', 'lle': '-0.36', 'sei': '8.62'}",CHEMBL2011865,,CHEMBL2011865,5.23,False,http://www.openphacts.org/units/Nanomolar,3146177,=,1,True,=,,IC50,nM,,5900.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,145.0,5.9
,18850067,[],CHEMBL4305655,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-d-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc2c(c1)C(c1c[nH]c3ccccc13)(c1c[nH]c3ccccc13)C(=O)N2,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '13.85', 'le': '0.25', 'lle': '-0.01', 'sei': '8.62'}",CHEMBL4440702,,CHEMBL4440702,5.23,False,http://www.openphacts.org/units/Nanomolar,3146178,=,1,True,=,,IC50,nM,,5900.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,145.0,5.9
,18850068,[],CHEMBL4305655,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-d-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,Cn1cc(C2(c3cn(C)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '13.36', 'le': '0.24', 'lle': '0.27', 'sei': '13.42'}",CHEMBL564411,,CHEMBL564411,5.23,False,http://www.openphacts.org/units/Nanomolar,3146179,=,1,True,=,,IC50,nM,,5900.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,145.0,5.9
,18850069,[],CHEMBL4305655,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-d-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,O=C1Nc2ccccc2C1(c1cn(Cc2ccccc2)c2ccccc12)c1cn(Cc2ccccc2)c2ccccc12,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '9.62', 'le': '0.17', 'lle': '-2.75', 'sei': '13.42'}",CHEMBL4445238,,CHEMBL4445238,5.23,False,http://www.openphacts.org/units/Nanomolar,3146180,=,1,True,=,,IC50,nM,,5900.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,145.0,5.9
,18850070,[],CHEMBL4305655,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-d-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,O=C1Nc2ccccc2C1(c1cn(Cc2cccc(F)c2)c2ccccc12)c1cn(Cc2cccc(F)c2)c2ccccc12,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '9.02', 'le': '0.16', 'lle': '-3.03', 'sei': '13.42'}",CHEMBL4564310,,CHEMBL4564310,5.23,False,http://www.openphacts.org/units/Nanomolar,3146181,=,1,True,=,,IC50,nM,,5900.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,145.0,5.9
,18850071,[],CHEMBL4305655,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-d-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,O=C1Nc2ccccc2C1(c1cn(Cc2ccc(Br)cc2)c2ccccc12)c1cn(Cc2ccc(Br)cc2)c2ccccc12,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '7.45', 'le': '0.16', 'lle': '-4.27', 'sei': '13.42'}",CHEMBL4460080,,CHEMBL4460080,5.23,False,http://www.openphacts.org/units/Nanomolar,3146182,=,1,True,=,,IC50,nM,,5900.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,145.0,5.9
,18850072,[],CHEMBL4305655,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-d-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,O=C1Nc2ccccc2C1(c1cn(Cc2ccccc2Cl)c2ccccc12)c1cn(Cc2ccccc2Cl)c2ccccc12,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '8.54', 'le': '0.16', 'lle': '-4.06', 'sei': '13.42'}",CHEMBL4575035,,CHEMBL4575035,5.23,False,http://www.openphacts.org/units/Nanomolar,3146183,=,1,True,=,,IC50,nM,,5900.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,145.0,5.9
,18850073,[],CHEMBL4305655,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-d-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,O=C1Nc2ccccc2C1(c1cn(Cc2ccccc2F)c2ccccc12)c1cn(Cc2ccccc2F)c2ccccc12,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '9.02', 'le': '0.16', 'lle': '-3.03', 'sei': '13.42'}",CHEMBL4436320,,CHEMBL4436320,5.23,False,http://www.openphacts.org/units/Nanomolar,3146174,=,1,True,=,,IC50,nM,,5900.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,,5.9
,18850074,[],CHEMBL4305655,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-d-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc(Cl)cc4Cl)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc(Cl)cc4Cl)cc23)cc1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '8.04', 'le': '0.17', 'lle': '-1.00', 'sei': '3.84'}",CHEMBL4526576,,CHEMBL4526576,7.00,False,http://www.openphacts.org/units/Nanomolar,3146189,=,1,True,=,,IC50,nM,,100.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,5.1,0.1
,18850075,[],CHEMBL4305655,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-d-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4cccc([N+](=O)[O-])c4)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4cccc([N+](=O)[O-])c4)cc23)cc1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '6.90', 'le': '0.13', 'lle': '0.48', 'sei': '2.12'}",CHEMBL4460255,,CHEMBL4460255,5.68,False,http://www.openphacts.org/units/Nanomolar,3146198,=,1,True,=,,IC50,nM,,2100.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,,2.1
,18850076,[],CHEMBL4305655,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-d-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc([N+](=O)[O-])cc4)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc([N+](=O)[O-])cc4)cc23)cc1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '6.90', 'le': '0.13', 'lle': '0.48', 'sei': '2.12'}",CHEMBL4439937,,CHEMBL4439937,5.68,False,http://www.openphacts.org/units/Nanomolar,3146199,=,1,True,=,,IC50,nM,,2100.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,,2.1
,18850077,[],CHEMBL4305655,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-d-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc([N+](=O)[O-])cc4[N+](=O)[O-])cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc([N+](=O)[O-])cc4[N+](=O)[O-])cc23)cc1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '6.90', 'le': '0.13', 'lle': '1.28', 'sei': '1.78'}",CHEMBL4519690,,CHEMBL4519690,6.30,False,http://www.openphacts.org/units/Nanomolar,3146200,=,1,True,=,,IC50,nM,,500.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,,0.5
,18850078,[],CHEMBL4305655,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-d-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc(C)cc4)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc(C)cc4)cc23)cc1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '9.20', 'le': '0.18', 'lle': '1.00', 'sei': '3.84'}",CHEMBL4459920,,CHEMBL4459920,7.00,False,http://www.openphacts.org/units/Nanomolar,3146201,=,1,True,=,,IC50,nM,,100.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,5.1,0.1
,18850079,[],CHEMBL4305655,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-d-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4cccc(Cl)c4Cl)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4cccc(Cl)c4Cl)cc23)cc1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '8.04', 'le': '0.17', 'lle': '-1.00', 'sei': '3.84'}",CHEMBL4592050,,CHEMBL4592050,7.00,False,http://www.openphacts.org/units/Nanomolar,3146190,=,1,True,=,,IC50,nM,,100.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,5.1,0.1
,18850080,[],CHEMBL4305655,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-d-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4cc(Cl)ccc4Cl)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4cc(Cl)ccc4Cl)cc23)cc1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '8.04', 'le': '0.17', 'lle': '-1.00', 'sei': '3.84'}",CHEMBL4444856,,CHEMBL4444856,7.00,False,http://www.openphacts.org/units/Nanomolar,3146191,=,1,True,=,,IC50,nM,,100.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,5.1,0.1
,18850081,[],CHEMBL4305655,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-d-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc(Cl)c(Cl)c4)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc(Cl)c(Cl)c4)cc23)cc1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '8.04', 'le': '0.17', 'lle': '-1.00', 'sei': '3.84'}",CHEMBL4465117,,CHEMBL4465117,7.00,False,http://www.openphacts.org/units/Nanomolar,3146192,=,1,True,=,,IC50,nM,,100.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,5.1,0.1
,18850082,[],CHEMBL4305655,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-d-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4cc(Cl)cc(Cl)c4)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4cc(Cl)cc(Cl)c4)cc23)cc1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '8.04', 'le': '0.17', 'lle': '-1.00', 'sei': '3.84'}",CHEMBL4468394,,CHEMBL4468394,7.00,False,http://www.openphacts.org/units/Nanomolar,3146193,=,1,True,=,,IC50,nM,,100.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,5.1,0.1
,18850083,[],CHEMBL4305655,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-d-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccccc4Cl)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccccc4Cl)cc23)cc1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '8.73', 'le': '0.18', 'lle': '0.31', 'sei': '3.84'}",CHEMBL4450153,,CHEMBL4450153,7.00,False,http://www.openphacts.org/units/Nanomolar,3146194,=,1,True,=,,IC50,nM,,100.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,5.1,0.1
,18850084,[],CHEMBL4305655,Inhibition of alpha-glucosidase (unknown origin) using p-nitrophenyl-alpha-d-glucopyranoside as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccccc4Br)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccccc4Br)cc23)cc1,,,CHEMBL4304757,Eur J Med Chem,2019,"{'bei': '7.86', 'le': '0.18', 'lle': '0.09', 'sei': '3.84'}",CHEMBL4444058,,CHEMBL4444058,7.00,False,http://www.openphacts.org/units/Nanomolar,3146195,=,1,True,=,,IC50,nM,,100.0,CHEMBL3833502,Homo sapiens,Alpha glucosidase,9606,,,IC50,uM,UO_0000065,5.1,0.1
